,instances,budget,deadline,sched_start_time,submit_time,exec_start_time,finish_time,complete,cost
lamf-test-a3da9951-7484-4541-a43a-d268b07d7f2b,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128a86520>: [(3, 15363.96000000006, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x128a77b60>: [(1, 15363.96000000006, None)]}",322.8627978188001,139741.30875749444,15363.96000000006,12043.147706741502,15764.49600000006,137839.6929262043,True,707.2973576488293
lamf-test-a4d8ead1-b39f-46fe-9cfa-58d32f343ff0,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(4, 15795.296000000062, None)]}",84.41713409588449,43242.194202687664,15795.296000000062,12044.301643769502,15795.296000000062,26788.27800000006,True,17.835013996799997
lamf-test-1393ec0f-c39a-48b5-8afc-5e45c5c5f7c7,"{<resource_manager.instance.CloudOnDemandInstance object at 0x128a77b60>: [(6, 15825.296000000062, None)]}",354.69102159935267,139664.83848687663,15825.296000000062,12048.763643189503,16225.832000000062,39852.200554095965,False,
lamf-test-98a6ab80-499b-4f3a-95f7-4dd7df820566,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 16256.232000000064, None)]}",105.87093398460661,43224.88016765007,16256.232000000064,12051.385534751003,16256.232000000064,21375.82800000006,True,4.153016275199996
lamf-test-0b319882-7fad-4ae3-8912-b51a1940b68d,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 16286.432000000064, None)]}",309.96889456321867,140619.27764087773,16286.432000000064,12608.028482747504,16286.432000000064,42148.50000000006,True,20.979309561599994
lamf-test-151fcd56-358d-466c-9e97-a24b8c315d14,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(4, 16316.632000000065, None)]}",286.90020368365816,139889.01524067827,16316.632000000065,12610.170004106505,16316.632000000065,27784.939000000064,True,18.606181276799997
lamf-test-0479ea03-d843-4f1c-b0bd-6f829a2c5a10,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(5, 16767.832000000068, None)]}",326.10114994784385,140384.49666346455,16767.832000000068,12628.749827123505,16767.832000000068,25209.485000000066,True,17.119672283999996
lamf-test-724d0d5f-301b-4490-8457-7773ef64d695,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(5, 17128.23200000007, None)]}",109.55462846539683,43747.77139781487,17128.23200000007,12636.536246576505,17128.23200000007,20031.83600000007,True,5.888508911999998
lamf-test-2674780b-0edf-4613-bd86-e3e24ce33fcb,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(5, 17338.83200000007, None)]}",302.61464185285956,140133.14634703269,17338.83200000007,12651.051431558504,17338.83200000007,43294.547000000064,True,52.63819001999998
lamf-test-15ce12ce-cdd4-4322-97b9-e92908eec275,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(4, 17368.83200000007, None)]}",62.79223748275714,26928.567635006082,17368.83200000007,12658.550363834504,17368.83200000007,20285.15700000007,True,4.731445679999995
lamf-test-6fdb4590-cea7-4d20-bffa-249d0757fa2a,"{<resource_manager.instance.CloudReservedInstance object at 0x128c8d310>: [(1, 18121.23200000008, None)], <resource_manager.instance.CloudReservedInstance object at 0x128c8d090>: [(1, 18121.23200000008, None)], <resource_manager.instance.CloudReservedInstance object at 0x128a863f0>: [(4, 18121.23200000008, None)]}",88.08906902383775,44264.91077676417,18121.23200000008,13217.564246720503,18121.23200000008,41458.56351551146,True,72.0096701242619
lamf-test-e4ed1a21-f292-441c-946a-d7b9f0990c7d,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 18151.23200000008, None)]}",297.2172710903451,140819.1280517072,18151.23200000008,13219.762729358503,18151.23200000008,33063.70200000008,True,12.096995663999998
lamf-test-c777b76c-0cc3-4d24-b87d-dcc762dd2026,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(2, 18181.43200000008, None)]}",310.2741421688458,141376.28840154412,18181.43200000008,13222.357065251503,18181.43200000008,37095.57400000008,True,15.343151990399999
lamf-test-38f0df60-c850-46c3-8ecc-b21d5524ac44,"{<resource_manager.instance.OnPremInstance object at 0x128a77770>: [(6, 18332.632000000085, None)]}",82.2505270696069,44511.0382447695,18332.632000000085,13239.008449835503,18332.632000000085,24371.496000000086,True,14.696179430400004
lamf-test-ecaffeb0-92d2-4398-a844-9e4844c48df5,"{<resource_manager.instance.CloudReservedInstance object at 0x128a77cb0>: [(1, 18362.832000000086, None)], <resource_manager.instance.CloudReservedInstance object at 0x128a86650>: [(1, 18362.832000000086, None)], <resource_manager.instance.CloudOnDemandInstance object at 0x128a868b0>: [(1, 18362.832000000086, None)]}",106.56838267415606,44407.002854419334,18362.832000000086,13245.914298896503,18362.832000000086,30349.16999326121,True,48.47994264754394
